epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1238.5,0.59675,0.38509,0.93972,0.92532,0.81132,0.88088,0.66412,0.75618,0.47219,0.97992,0.00105638,0.00105638,0.00105638
187,1245.19,0.61194,0.39807,0.94117,0.93549,0.80545,0.88562,0.66424,0.76082,0.46956,0.97893,0.00105308,0.00105308,0.00105308
188,1251.82,0.59759,0.39123,0.93888,0.94194,0.797,0.88717,0.66626,0.76649,0.45939,0.97757,0.00104978,0.00104978,0.00104978
189,1258.43,0.59575,0.38966,0.93917,0.9363,0.8097,0.88313,0.6641,0.76468,0.46518,0.98778,0.00104648,0.00104648,0.00104648
190,1265.04,0.59044,0.38578,0.93383,0.93754,0.81804,0.88862,0.66542,0.76642,0.47919,0.98032,0.00104318,0.00104318,0.00104318
191,1271.6,0.59851,0.38871,0.93667,0.94366,0.79653,0.8796,0.66624,0.76237,0.46938,0.97924,0.00103987,0.00103987,0.00103987
192,1278.06,0.58997,0.3831,0.93298,0.92839,0.81435,0.88821,0.66202,0.76277,0.47324,0.98116,0.00103657,0.00103657,0.00103657
193,1284.86,0.60275,0.38561,0.93309,0.95614,0.80172,0.88874,0.65928,0.77055,0.46288,0.98346,0.00103327,0.00103327,0.00103327
194,1291.53,0.59353,0.38414,0.93396,0.93183,0.8108,0.88963,0.66419,0.76087,0.46112,0.97549,0.00102997,0.00102997,0.00102997
195,1298.1,0.59742,0.38636,0.9359,0.95407,0.80046,0.88815,0.66848,0.7575,0.45463,0.97547,0.00102667,0.00102667,0.00102667
196,1304.85,0.59197,0.37739,0.93068,0.93718,0.80867,0.88798,0.66101,0.76076,0.46674,0.98086,0.00102337,0.00102337,0.00102337
197,1311.47,0.60986,0.38674,0.93953,0.92935,0.80625,0.8858,0.66426,0.75548,0.46364,0.98179,0.00102007,0.00102007,0.00102007
198,1318,0.60156,0.38581,0.93669,0.92043,0.82733,0.88486,0.66319,0.75863,0.46824,0.97796,0.00101677,0.00101677,0.00101677
199,1324.71,0.58743,0.37948,0.93583,0.93773,0.82388,0.89178,0.66816,0.75969,0.45344,0.9765,0.00101347,0.00101347,0.00101347
200,1331.29,0.58608,0.37368,0.93051,0.93008,0.81133,0.88467,0.66266,0.76045,0.4663,0.98319,0.00101017,0.00101017,0.00101017
201,1337.86,0.59817,0.38414,0.93707,0.94084,0.8208,0.88631,0.66051,0.76879,0.47318,0.99171,0.00100687,0.00100687,0.00100687
202,1344.45,0.59135,0.38364,0.93209,0.92265,0.82922,0.88617,0.66453,0.77397,0.45881,0.99321,0.00100357,0.00100357,0.00100357
203,1350.95,0.59026,0.37883,0.93522,0.94017,0.81442,0.89154,0.66749,0.77026,0.46391,0.98491,0.00100027,0.00100027,0.00100027
204,1357.49,0.58883,0.38117,0.93474,0.93411,0.80887,0.88889,0.67016,0.75532,0.4563,0.98239,0.000996966,0.000996966,0.000996966
205,1364.02,0.58308,0.37868,0.92966,0.93542,0.82145,0.89227,0.67635,0.74227,0.46239,0.96593,0.000993665,0.000993665,0.000993665
206,1370.59,0.58506,0.37603,0.9386,0.93533,0.8216,0.88495,0.66328,0.75616,0.45496,0.9753,0.000990365,0.000990365,0.000990365
207,1377.31,0.59353,0.388,0.93668,0.93638,0.82098,0.88437,0.66417,0.75088,0.46343,0.97436,0.000987064,0.000987064,0.000987064
208,1383.8,0.5879,0.37723,0.92708,0.93926,0.81596,0.88411,0.66537,0.76004,0.46548,0.97752,0.000983763,0.000983763,0.000983763
209,1390.42,0.59543,0.37984,0.93329,0.94895,0.8061,0.88809,0.6685,0.7538,0.45002,0.97546,0.000980463,0.000980463,0.000980463
210,1397.04,0.57981,0.37704,0.93019,0.95413,0.80229,0.8875,0.66286,0.75628,0.46945,0.98265,0.000977162,0.000977162,0.000977162
211,1403.57,0.58199,0.37466,0.92993,0.96485,0.80236,0.89031,0.65955,0.74995,0.45777,0.9692,0.000973861,0.000973861,0.000973861
212,1410.04,0.58147,0.37854,0.9291,0.94877,0.80558,0.88411,0.66573,0.74856,0.46721,0.96134,0.000970561,0.000970561,0.000970561
213,1416.65,0.57131,0.37098,0.93056,0.93098,0.82374,0.88561,0.66804,0.7561,0.45782,0.96829,0.00096726,0.00096726,0.00096726
214,1423.1,0.5845,0.37725,0.92598,0.94028,0.812,0.88687,0.66323,0.76032,0.45773,0.981,0.000963959,0.000963959,0.000963959
215,1429.58,0.58163,0.37629,0.93033,0.9506,0.81007,0.88843,0.66366,0.76941,0.47677,0.9849,0.000960659,0.000960659,0.000960659
216,1436.37,0.58264,0.37445,0.93167,0.95288,0.80372,0.88844,0.66487,0.75464,0.46293,0.96982,0.000957358,0.000957358,0.000957358
217,1442.71,0.57984,0.37353,0.92457,0.94753,0.80157,0.88644,0.66671,0.75838,0.46463,0.97795,0.000954057,0.000954057,0.000954057
218,1449.23,0.5752,0.374,0.92424,0.95596,0.79665,0.88665,0.66177,0.76557,0.46477,0.98929,0.000950757,0.000950757,0.000950757
219,1455.81,0.58022,0.3677,0.93056,0.9481,0.80154,0.88513,0.66427,0.76132,0.45857,0.97717,0.000947456,0.000947456,0.000947456
220,1462.4,0.58373,0.37549,0.92522,0.95471,0.80478,0.88862,0.6727,0.75687,0.45799,0.97492,0.000944155,0.000944155,0.000944155
221,1468.95,0.5735,0.37161,0.92272,0.94574,0.8072,0.88603,0.66816,0.76505,0.46661,0.97345,0.000940855,0.000940855,0.000940855
222,1475.7,0.57773,0.37221,0.92501,0.9308,0.81496,0.8842,0.65887,0.76927,0.48617,0.97954,0.000937554,0.000937554,0.000937554
223,1482.26,0.57106,0.36834,0.92977,0.9345,0.80271,0.88649,0.66453,0.76234,0.45975,0.97417,0.000934253,0.000934253,0.000934253
224,1488.84,0.56681,0.36349,0.92158,0.93274,0.8083,0.8843,0.66426,0.77599,0.47719,0.98648,0.000930953,0.000930953,0.000930953
225,1495.31,0.56908,0.36504,0.92186,0.9432,0.80625,0.88747,0.66592,0.76168,0.47365,0.97867,0.000927652,0.000927652,0.000927652
226,1502.03,0.56773,0.36562,0.92226,0.92552,0.82093,0.8855,0.66001,0.77177,0.46831,0.97886,0.000924352,0.000924352,0.000924352
227,1508.58,0.58093,0.37358,0.93089,0.9447,0.81216,0.88634,0.65816,0.76906,0.47146,0.98175,0.000921051,0.000921051,0.000921051
228,1515.04,0.57526,0.37021,0.92578,0.91335,0.82787,0.88904,0.66381,0.76009,0.46895,0.98101,0.00091775,0.00091775,0.00091775
229,1521.37,0.57169,0.36539,0.91954,0.93452,0.81164,0.88875,0.66493,0.74896,0.45814,0.97117,0.00091445,0.00091445,0.00091445
230,1527.86,0.56343,0.35682,0.92154,0.92016,0.82152,0.89036,0.67052,0.75909,0.46767,0.97495,0.000911149,0.000911149,0.000911149
231,1534.35,0.57571,0.37097,0.92697,0.93031,0.81068,0.89262,0.67095,0.75343,0.46078,0.97705,0.000907848,0.000907848,0.000907848
232,1540.92,0.56721,0.36557,0.92282,0.94239,0.80401,0.88769,0.66953,0.75785,0.47273,0.98627,0.000904548,0.000904548,0.000904548
233,1547.67,0.57659,0.3688,0.92626,0.93625,0.81018,0.88492,0.66873,0.76034,0.46963,0.97919,0.000901247,0.000901247,0.000901247
234,1554.18,0.57064,0.36643,0.92116,0.90837,0.83106,0.88633,0.66852,0.75888,0.47555,0.9767,0.000897946,0.000897946,0.000897946
235,1560.64,0.57525,0.37238,0.92852,0.9313,0.8083,0.8866,0.6702,0.75311,0.46611,0.97491,0.000894646,0.000894646,0.000894646
236,1567.23,0.57595,0.36875,0.92491,0.95412,0.80018,0.88491,0.67351,0.74577,0.46109,0.96535,0.000891345,0.000891345,0.000891345
237,1573.87,0.55978,0.36059,0.92284,0.93827,0.80803,0.88706,0.67075,0.75322,0.46034,0.97294,0.000888044,0.000888044,0.000888044
238,1580.61,0.56592,0.3609,0.92113,0.93855,0.80585,0.88595,0.66526,0.75537,0.46703,0.97775,0.000884744,0.000884744,0.000884744
239,1587.1,0.56239,0.35816,0.92711,0.90804,0.8338,0.88471,0.67077,0.74769,0.46199,0.97691,0.000881443,0.000881443,0.000881443
240,1593.79,0.56825,0.36456,0.92419,0.94046,0.8108,0.88873,0.66801,0.7629,0.45755,0.98502,0.000878142,0.000878142,0.000878142
241,1600.28,0.55687,0.35558,0.92054,0.93608,0.8111,0.88418,0.66487,0.76696,0.45791,0.98862,0.000874842,0.000874842,0.000874842
242,1606.9,0.56612,0.36853,0.92578,0.94317,0.79816,0.88457,0.66319,0.77156,0.46356,0.98389,0.000871541,0.000871541,0.000871541
243,1613.41,0.55986,0.36246,0.92136,0.9285,0.80968,0.88432,0.6643,0.76853,0.45833,0.98224,0.00086824,0.00086824,0.00086824
244,1619.97,0.55656,0.35584,0.91679,0.92989,0.81363,0.88175,0.66656,0.77264,0.47307,0.98681,0.00086494,0.00086494,0.00086494
245,1626.57,0.56586,0.36505,0.92101,0.93176,0.80644,0.88298,0.66922,0.77293,0.47876,0.99034,0.000861639,0.000861639,0.000861639
246,1633.28,0.55297,0.35922,0.91758,0.92627,0.80665,0.8848,0.66661,0.76442,0.48043,0.98285,0.000858338,0.000858338,0.000858338
247,1639.74,0.5545,0.3608,0.91755,0.92954,0.81023,0.87943,0.66059,0.76384,0.46405,0.98454,0.000855038,0.000855038,0.000855038
248,1646.25,0.55536,0.35693,0.92158,0.93624,0.8083,0.88239,0.6646,0.76257,0.45891,0.98344,0.000851737,0.000851737,0.000851737
249,1652.73,0.56126,0.36013,0.91927,0.93704,0.81168,0.8844,0.66621,0.76648,0.46482,0.97767,0.000848436,0.000848436,0.000848436
250,1659.27,0.55239,0.35839,0.92081,0.9401,0.80093,0.88071,0.66425,0.77485,0.47077,0.98111,0.000845136,0.000845136,0.000845136
251,1665.79,0.5596,0.35989,0.91486,0.93537,0.79952,0.87873,0.66266,0.77084,0.47647,0.98249,0.000841835,0.000841835,0.000841835
252,1672.26,0.55522,0.35742,0.92033,0.93507,0.81054,0.88298,0.66227,0.76879,0.46676,0.97658,0.000838534,0.000838534,0.000838534
253,1678.75,0.55615,0.35644,0.91963,0.95417,0.79901,0.88921,0.66396,0.76508,0.46297,0.97671,0.000835234,0.000835234,0.000835234
254,1685.24,0.55261,0.35864,0.918,0.94219,0.80479,0.88503,0.66369,0.75558,0.45902,0.97905,0.000831933,0.000831933,0.000831933
255,1691.81,0.55469,0.35643,0.92044,0.94486,0.79866,0.88443,0.66616,0.75355,0.46753,0.97382,0.000828632,0.000828632,0.000828632
