epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,873.779,0.63706,0.41864,0.95851,0.9007,0.81879,0.88173,0.64648,0.78719,0.48892,0.99274,0.000951857,0.000951857,0.000951857
132,880.207,0.64399,0.42019,0.95912,0.93264,0.81638,0.88407,0.64399,0.81424,0.49252,1.00883,0.000946356,0.000946356,0.000946356
133,886.577,0.63358,0.41361,0.95101,0.93122,0.80913,0.88891,0.65767,0.77061,0.47855,0.97584,0.000940855,0.000940855,0.000940855
134,892.868,0.62452,0.40588,0.95015,0.9121,0.82333,0.88625,0.65994,0.77884,0.48929,0.98241,0.000935354,0.000935354,0.000935354
135,899.305,0.64147,0.41635,0.9588,0.92396,0.8226,0.88531,0.6579,0.78994,0.47993,0.99351,0.000929853,0.000929853,0.000929853
136,905.785,0.63951,0.41476,0.95592,0.92001,0.81021,0.88346,0.65635,0.77562,0.49522,0.98749,0.000924352,0.000924352,0.000924352
137,912.098,0.63314,0.40837,0.95191,0.91054,0.81559,0.88215,0.65567,0.78021,0.4916,0.98674,0.00091885,0.00091885,0.00091885
138,918.774,0.63303,0.41163,0.95716,0.93668,0.81744,0.8882,0.65664,0.77983,0.47614,0.9976,0.000913349,0.000913349,0.000913349
139,925.377,0.63554,0.40923,0.95729,0.93827,0.81062,0.88633,0.66045,0.78547,0.48079,0.99228,0.000907848,0.000907848,0.000907848
140,932.097,0.64237,0.41583,0.95815,0.94355,0.80267,0.88807,0.66319,0.78114,0.48848,0.9879,0.000902347,0.000902347,0.000902347
141,938.689,0.62754,0.40212,0.95024,0.93312,0.81805,0.88561,0.65944,0.77971,0.48027,0.98419,0.000896846,0.000896846,0.000896846
142,945.197,0.62965,0.40975,0.94618,0.91537,0.83817,0.88718,0.66022,0.77704,0.48016,0.98004,0.000891345,0.000891345,0.000891345
143,951.602,0.63179,0.40846,0.95316,0.91198,0.82264,0.88706,0.66296,0.78783,0.49538,0.98614,0.000885844,0.000885844,0.000885844
144,958.291,0.62363,0.40102,0.94514,0.9287,0.82494,0.88504,0.65563,0.77983,0.49135,0.98971,0.000880343,0.000880343,0.000880343
145,964.748,0.62043,0.40532,0.94882,0.94428,0.8218,0.88593,0.66471,0.78017,0.47836,0.99278,0.000874842,0.000874842,0.000874842
146,971.372,0.62271,0.40398,0.94948,0.91926,0.82026,0.88718,0.65813,0.79544,0.48935,0.99684,0.00086934,0.00086934,0.00086934
147,977.885,0.62928,0.4079,0.94848,0.93328,0.81685,0.88564,0.6617,0.77102,0.49013,0.98787,0.000863839,0.000863839,0.000863839
148,984.484,0.61144,0.39857,0.9457,0.90252,0.83174,0.88684,0.65954,0.78003,0.46781,0.98584,0.000858338,0.000858338,0.000858338
149,990.969,0.61253,0.39503,0.94262,0.92613,0.81547,0.8808,0.65524,0.78729,0.47926,0.99023,0.000852837,0.000852837,0.000852837
150,997.682,0.62462,0.40173,0.94099,0.93865,0.81027,0.88581,0.65634,0.78438,0.48245,0.99479,0.000847336,0.000847336,0.000847336
151,1004.37,0.61771,0.40027,0.94422,0.94791,0.80558,0.88327,0.65625,0.78276,0.48844,0.98813,0.000841835,0.000841835,0.000841835
152,1010.9,0.60827,0.39443,0.94077,0.92505,0.81031,0.88431,0.65759,0.78574,0.49251,0.9889,0.000836334,0.000836334,0.000836334
153,1017.31,0.61449,0.39652,0.94668,0.91971,0.80891,0.87547,0.65595,0.78365,0.4922,0.99531,0.000830833,0.000830833,0.000830833
154,1023.62,0.62643,0.39876,0.94615,0.92557,0.79979,0.87805,0.6519,0.79116,0.49431,1.00889,0.000825332,0.000825332,0.000825332
155,1030.19,0.61838,0.39977,0.9421,0.91311,0.81902,0.88001,0.6599,0.7727,0.49251,0.98175,0.000819831,0.000819831,0.000819831
156,1036.64,0.60291,0.38947,0.93812,0.91184,0.82679,0.88224,0.65095,0.78333,0.49235,0.99117,0.000814329,0.000814329,0.000814329
157,1043.16,0.61256,0.39302,0.93975,0.9542,0.79419,0.88199,0.66564,0.77339,0.47993,0.98522,0.000808828,0.000808828,0.000808828
158,1049.81,0.61353,0.39636,0.94631,0.91817,0.81108,0.88282,0.66283,0.77116,0.48867,0.97529,0.000803327,0.000803327,0.000803327
159,1056.31,0.60827,0.39719,0.93662,0.9128,0.81946,0.88411,0.66265,0.76597,0.48869,0.97588,0.000797826,0.000797826,0.000797826
160,1062.75,0.59668,0.38818,0.93825,0.92394,0.82427,0.8865,0.65818,0.77242,0.47082,0.97957,0.000792325,0.000792325,0.000792325
161,1069.28,0.61201,0.39132,0.94057,0.91714,0.8262,0.89009,0.66187,0.77756,0.47733,0.98518,0.000786824,0.000786824,0.000786824
162,1075.86,0.5987,0.38152,0.93743,0.93516,0.80799,0.88549,0.66521,0.76656,0.48636,0.97615,0.000781323,0.000781323,0.000781323
163,1082.35,0.61187,0.39395,0.94264,0.90987,0.82499,0.88207,0.6549,0.7661,0.49397,0.97473,0.000775822,0.000775822,0.000775822
164,1088.7,0.59941,0.38735,0.93549,0.91226,0.82956,0.88618,0.66054,0.76821,0.49099,0.9804,0.000770321,0.000770321,0.000770321
165,1095.27,0.59962,0.38366,0.93544,0.92793,0.83501,0.88884,0.66107,0.77905,0.49115,0.98614,0.00076482,0.00076482,0.00076482
166,1101.7,0.59798,0.38742,0.93457,0.92837,0.81477,0.88019,0.65192,0.78348,0.48231,0.98181,0.000759318,0.000759318,0.000759318
167,1108.28,0.59696,0.38336,0.93289,0.92265,0.82621,0.88064,0.64724,0.77999,0.49258,0.98456,0.000753817,0.000753817,0.000753817
168,1114.6,0.58884,0.37626,0.92931,0.93044,0.82801,0.89052,0.66883,0.75775,0.46905,0.96884,0.000748316,0.000748316,0.000748316
169,1121.32,0.5986,0.38468,0.9403,0.95067,0.79618,0.88644,0.66247,0.78271,0.47865,0.9858,0.000742815,0.000742815,0.000742815
170,1127.67,0.59714,0.38191,0.93306,0.91365,0.8189,0.8801,0.66162,0.76681,0.48497,0.97547,0.000737314,0.000737314,0.000737314
171,1134.32,0.59445,0.38419,0.9371,0.92877,0.81254,0.8767,0.66295,0.75653,0.48359,0.96966,0.000731813,0.000731813,0.000731813
172,1140.55,0.58803,0.37852,0.93263,0.90815,0.81982,0.88233,0.66097,0.7627,0.48273,0.97221,0.000726312,0.000726312,0.000726312
173,1146.86,0.5852,0.37545,0.92968,0.91551,0.81897,0.88388,0.65928,0.77052,0.48811,0.98695,0.000720811,0.000720811,0.000720811
174,1153.25,0.59146,0.38049,0.93639,0.92737,0.80483,0.88093,0.66016,0.77327,0.48949,0.98172,0.00071531,0.00071531,0.00071531
175,1159.7,0.58681,0.37856,0.93491,0.92012,0.82091,0.8819,0.65611,0.77367,0.47591,0.977,0.000709809,0.000709809,0.000709809
176,1166.24,0.59643,0.37661,0.93257,0.91112,0.82918,0.88202,0.65835,0.76788,0.4843,0.97935,0.000704307,0.000704307,0.000704307
177,1172.55,0.58087,0.37272,0.9293,0.91055,0.83648,0.88369,0.65493,0.77878,0.47909,0.98879,0.000698806,0.000698806,0.000698806
